serialNo,City,Brand,Model,Price/Unit,Quantity,Amount,Date,RAM,Internal Memory
4,Delhi,Brand 1,Model 5,8990,1,8990,10/5/2020,Feature1_8,Feature2_1
222,Delhi,Brand 5,Model 479,1000,1,1000,10/5/2020,Feature1_6,
431,Kolkata,Brand 1,Model 91,8999,1,8999,10/5/2020,Feature1_8,Feature2_1
33,Delhi,Brand 7,Model 71,7990,1,7990,10/5/2020,Feature1_8,Feature2_1
62,Delhi,Brand 10,Model 94,1250,1,1250,10/5/2020,Feature1_4,
6700558,Kolkata,Brand 1,Model 50,9990,1,9990,10/5/2020,Feature1_1,Feature2_1
11,Ludhiana,Brand 8,Model 480,1250,1,1250,10/6/2020,Feature1_4,
12,Ludhiana,Brand 3,Model 108,1250,1,1250,10/6/2020,Feature1_4,
52,Thiruvananthapuram,Brand 4,Model 161,1451,1,1451,10/4/2020,Feature1_4,
31,Delhi,Brand 8,Model 129,8500,1,8500,10/1/2020,Feature1_8,Feature2_1
35,Delhi,Brand 1,Model 65,1300,1,1299,10/5/2020,Feature1_20,
28,Delhi,Brand 3,Model 714,1600,1,1526,10/6/2020,,
30,Delhi,Brand 2,Model 16,1500,1,1500,10/4/2020,,
31,Delhi,Brand 3,Model 165,1600,1,1526,10/3/2020,,
41,Delhi,Brand 10,Model 715,1600,1,1600,10/6/2020,,
43,Delhi,Brand 2,Model 6,1600,1,1526,10/2/2020,,
44,Delhi,Brand 9,Model 155,1200,1,1200,10/3/2020,Feature1_4,
46,Delhi,Brand 1,Model 716,1600,1,1526,10/5/2020,,
34,Delhi,Brand 2,Model 6,1600,1,1600,10/5/2020,,
35,Delhi,Brand 10,Model 148,1600,1,1526,10/4/2020,,
36,Delhi,Brand 5,Model 158,1350,1,1290,10/3/2020,Feature1_4,
37,Delhi,Brand 5,Model 364,1350,1,1140,10/2/2020,Feature1_4,
38,Delhi,Brand 8,Model 455,1600,1,1526,10/1/2020,,
23,Kolkata,Brand 1,Model 482,1000,1,10860,10/6/2020,Feature1_3,Feature2_2
62,Delhi,Brand 3,Model 22,1600,1,1526,10/6/2020,,
31,Delhi,Brand 6,Model 62,1200,1,1200,10/3/2020,Feature1_6,
67,Delhi,Brand 4,Model 13,1550,1,1472,10/1/2020,Feature1_19,
68,Delhi,Brand 5,Model 195,1550,1,1040,10/6/2020,Feature1_4,
1472,Delhi,Brand 7,Model 139,900,1,900,10/5/2020,Feature1_4,
357,Kolkata,Brand 7,Model 424,9500,1,9500,10/6/2020,Feature1_3,Feature2_2
54,Delhi,Brand 3,Model 22,1150,1,1099,10/5/2020,Feature1_21,
55,Delhi,Brand 2,Model 20,1250,1,1250,10/4/2020,Feature1_13,
50,Thiruvananthapuram,Brand 4,Model 310,1200,1,1349,10/6/2020,Feature1_23,
56,Delhi,Brand 2,Model 6,11500,1,11500,10/3/2020,Feature1_1,Feature2_2
12,Ludhiana,Brand 1,Model 50,13500,1,13500,9/29/2020,Feature1_3,Feature2_2
58,Delhi,Brand 1,Model 412,1350,1,1090,10/1/2020,Feature1_4,
13,Ludhiana,Brand 9,Model 132,1200,1,1200,9/30/2020,Feature1_4,
16,Ludhiana,Brand 5,Model 387,13000,1,13000,10/3/2020,Feature1_3,Feature2_2
50,Ludhiana,Brand 8,Model 721,1400,1,1400,9/29/2020,Feature1_4,
56,Thiruvananthapuram,Brand 8,Model 207,1400,1,1400,10/1/2020,,
51,Ludhiana,Brand 6,Model 47,1000,1,1000,9/29/2020,Feature1_4,
32,Lucknow,Brand 8,Model 131,1460,1,1410,10/6/2020,Feature1_6,
45,Delhi,Brand 2,Model 76,12990,1,12990,10/6/2020,Feature1_3,Feature2_2
46,Delhi,Brand 8,Model 30,12990,1,12990,10/5/2020,Feature1_3,Feature2_2
1,Ludhiana,Brand 4,Model 111,1200,1,1200,10/6/2020,Feature1_15,
62,Delhi,Brand 10,Model 94,1250,1,1250,10/6/2020,Feature1_14,
63,Delhi,Brand 3,Model 25,1150,1,1375,10/5/2020,Feature1_12,
64,Delhi,Brand 5,Model 251,12490,1,14500,10/4/2020,Feature1_3,Feature2_2
65,Delhi,Brand 4,Model 136,1100,1,999,10/3/2020,Feature1_4,
67,Delhi,Brand 5,Model 724,1150,1,1150,10/1/2020,Feature1_4,
55,Lucknow,Brand 7,Model 198,8000,1,8000,10/6/2020,Feature1_8,Feature2_1
11,Delhi,Brand 9,Model 132,18990,1,18990,10/6/2020,Feature1_5,Feature2_3
1,Chennai,Brand 6,Model 72,14499,1,14499,10/6/2020,Feature1_3,Feature2_2
2,Chennai,Brand 2,Model 6,16490,1,16490,10/5/2020,Feature1_9,Feature2_3
60,Lucknow,Brand 2,Model 38,1400,1,19300,10/1/2020,Feature1_5,Feature2_3
3,Chennai,Brand 8,Model 49,11990,1,11990,10/4/2020,Feature1_1,Feature2_2
62,Lucknow,Brand 9,Model 363,1050,1,1050,10/2/2020,Feature1_6,
2,Ludhiana,Brand 4,Model 262,9000,1,8999,10/6/2020,Feature1_8,Feature2_1
64,Lucknow,Brand 10,Model 148,700,1,19300,10/4/2020,Feature1_5,Feature2_3
65,Lucknow,Brand 8,Model 30,1150,1,19300,10/5/2020,Feature1_5,Feature2_3
13,Lucknow,Brand 10,Model 86,850,1,19300,10/1/2020,Feature1_5,Feature2_3
16,Lucknow,Brand 10,Model 124,13000,1,13000,10/5/2020,Feature1_3,Feature2_2
22,Lucknow,Brand 2,Model 1,12500,1,12500,10/6/2020,Feature1_3,Feature2_2
2,Chennai,Brand 2,Model 1,19700,1,19700,10/6/2020,Feature1_3,Feature2_3
3,Chennai,Brand 6,Model 79,11990,1,11990,10/5/2020,Feature1_3,Feature2_2
1,Kanpur,Brand 2,Model 2,11000,1,11000,10/6/2020,Feature1_3,Feature2_2
2,Kanpur,Brand 9,Model 138,13000,1,13000,10/6/2020,Feature1_3,Feature2_2
3,Lucknow,Brand 7,Model 486,950,1,19300,10/3/2020,Feature1_5,Feature2_3
38,Lucknow,Brand 6,Model 227,950,1,19300,10/2/2020,Feature1_5,Feature2_3
4,Lucknow,Brand 6,Model 14,1650,1,1410,10/2/2020,Feature1_6,
35,Lucknow,Brand 1,Model 303,1500,1,1410,10/2/2020,Feature1_6,
40,Lucknow,Brand 4,Model 473,1600,1,1410,10/5/2020,Feature1_6,
1,Lucknow,Brand 4,Model 84,1650,1,1410,10/1/2020,Feature1_6,
68,Lucknow,Brand 6,Model 488,1250,1,19300,10/2/2020,Feature1_5,Feature2_3
41,Lucknow,Brand 4,Model 111,1500,1,1410,10/6/2020,Feature1_6,
2,Lucknow,Brand 2,Model 18,950,1,19300,10/2/2020,Feature1_5,Feature2_3
3,Lucknow,Brand 9,Model 217,950,1,19300,10/3/2020,Feature1_5,Feature2_3
69,Lucknow,Brand 8,Model 96,1100,1,19300,10/3/2020,Feature1_5,Feature2_3
5,Lucknow,Brand 7,Model 199,1650,1,1410,10/6/2020,Feature1_6,
70,Lucknow,Brand 8,Model 49,1150,1,19300,10/4/2020,Feature1_5,Feature2_3
71,Lucknow,Brand 1,Model 51,1350,1,7650,10/5/2020,Feature1_8,Feature2_1
72,Lucknow,Brand 7,Model 730,750,1,7650,10/6/2020,Feature1_8,Feature2_1
25,Chennai,Brand 9,Model 209,6000,1,7499,10/3/2020,Feature1_1,Feature2_1
124,Delhi,Brand 3,Model 36,1800,1,1800,10/6/2020,,
30,Lucknow,Brand 5,Model 357,1450,1,1410,10/1/2020,Feature1_6,
32,Lucknow,Brand 8,Model 56,1500,1,1500,10/3/2020,,
33,Lucknow,Brand 7,Model 212,1420,1,1410,10/4/2020,Feature1_6,
23,Lucknow,Brand 3,Model 165,8840,1,8840,10/6/2020,Feature1_3,Feature2_2
16,Lucknow,Brand 4,Model 44,1200,1,7650,10/5/2020,Feature1_8,Feature2_1
17,Lucknow,Brand 6,Model 19,1400,1,1579,10/6/2020,Feature1_4,
4,Lucknow,Brand 6,Model 19,12500,1,12500,10/3/2020,Feature1_3,Feature2_2
24,Lucknow,Brand 10,Model 43,1650,1,1410,10/5/2020,Feature1_6,
5,Lucknow,Brand 8,Model 56,1650,1,1410,10/6/2020,Feature1_6,
25,Lucknow,Brand 3,Model 127,950,1,7650,10/1/2020,Feature1_8,Feature2_1
22,Lucknow,Brand 9,Model 731,12500,1,12500,10/6/2020,Feature1_3,Feature2_2
23,Lucknow,Brand 8,Model 96,1650,1,1410,10/5/2020,Feature1_6,
24,Lucknow,Brand 5,Model 117,12500,1,12500,10/3/2020,Feature1_3,Feature2_2
25,Lucknow,Brand 5,Model 489,1650,1,1410,10/2/2020,Feature1_6,
26,Lucknow,Brand 5,Model 211,1650,1,1410,10/1/2020,Feature1_6,
36,Lucknow,Brand 7,Model 418,12500,1,12500,10/6/2020,Feature1_3,Feature2_2
38,Lucknow,Brand 7,Model 436,1650,1,1410,10/3/2020,Feature1_6,
39,Lucknow,Brand 7,Model 153,12500,1,12500,10/2/2020,Feature1_3,Feature2_2
40,Lucknow,Brand 7,Model 486,1650,1,1410,10/1/2020,Feature1_6,
16,Lucknow,Brand 8,Model 294,1650,1,1410,10/1/2020,Feature1_6,
18,Lucknow,Brand 10,Model 169,1650,1,1410,10/3/2020,Feature1_6,
19,Lucknow,Brand 9,Model 734,1650,1,1410,10/5/2020,Feature1_6,
31,Delhi,Brand 4,Model 406,7000,1,7000,10/6/2020,Feature1_8,Feature2_1
53,Lucknow,Brand 10,Model 43,1400,1,1400,10/1/2020,Feature1_6,
54,Lucknow,Brand 5,Model 90,10800,1,9920,10/2/2020,Feature1_1,Feature2_1
57,Lucknow,Brand 5,Model 137,1150,1,7650,10/5/2020,Feature1_8,Feature2_1
358,Kolkata,Brand 4,Model 111,8300,1,8300,10/1/2020,Feature1_1,Feature2_1
13,Ludhiana,Brand 1,Model 188,1300,1,1300,10/1/2020,Feature1_6,
14,Ludhiana,Brand 4,Model 46,1730,1,1730,10/1/2020,,
17,Ludhiana,Brand 2,Model 7,1250,1,1250,10/6/2020,Feature1_6,
19,Ludhiana,Brand 1,Model 23,750,1,750,10/3/2020,Feature1_4,
20,Ludhiana,Brand 10,Model 737,1150,1,1299,10/3/2020,Feature1_20,
35,Lucknow,Brand 3,Model 490,11000,1,11000,10/6/2020,Feature1_1,Feature2_2
21,Ludhiana,Brand 5,Model 117,1100,1,1100,10/3/2020,Feature1_4,
37,Lucknow,Brand 1,Model 31,1600,1,1410,10/5/2020,Feature1_6,
23,Ludhiana,Brand 1,Model 60,8499,1,8499,10/5/2020,Feature1_1,Feature2_1
52,Thiruvananthapuram,Brand 5,Model 739,1699,1,1699,10/6/2020,Feature1_17,
18,Lucknow,Brand 2,Model 93,950,1,7650,10/1/2020,Feature1_8,Feature2_1
19,Lucknow,Brand 7,Model 740,1650,1,1410,10/2/2020,Feature1_6,
20,Lucknow,Brand 9,Model 741,1650,1,1410,10/3/2020,Feature1_6,
21,Lucknow,Brand 8,Model 742,1650,1,1410,10/5/2020,Feature1_6,
22,Lucknow,Brand 9,Model 743,950,1,7650,10/6/2020,Feature1_8,Feature2_1
23,Lucknow,Brand 8,Model 744,1650,1,1410,10/2/2020,Feature1_6,
24,Lucknow,Brand 8,Model 56,1650,1,1410,10/5/2020,Feature1_6,
18,Lucknow,Brand 9,Model 155,12500,1,12500,10/1/2020,Feature1_3,Feature2_2
19,Lucknow,Brand 7,Model 745,950,1,7650,10/2/2020,Feature1_8,Feature2_1
20,Lucknow,Brand 2,Model 20,1650,1,1410,10/3/2020,Feature1_6,
31,Lucknow,Brand 9,Model 748,1300,1,7650,10/1/2020,Feature1_8,Feature2_1
23,Lucknow,Brand 1,Model 57,1650,1,1410,10/3/2020,Feature1_6,
24,Lucknow,Brand 2,Model 8,1650,1,1410,10/5/2020,Feature1_6,
32,Lucknow,Brand 8,Model 428,1350,1,7650,10/2/2020,Feature1_8,Feature2_1
33,Lucknow,Brand 2,Model 11,1350,1,7650,10/3/2020,Feature1_8,Feature2_1
34,Lucknow,Brand 1,Model 98,12500,1,12500,10/4/2020,Feature1_3,Feature2_2
35,Lucknow,Brand 3,Model 127,9500,1,9500,10/5/2020,Feature1_8,Feature2_1
48,Thiruvananthapuram,Brand 6,Model 14,1549,1,1410,10/5/2020,,
49,Thiruvananthapuram,Brand 8,Model 451,2099,1,1949,10/4/2020,Feature1_16,
28,Kolkata,Brand 4,Model 55,1200,1,10860,10/1/2020,Feature1_3,Feature2_2
29,Kolkata,Brand 2,Model 3,700,1,10860,10/2/2020,Feature1_3,Feature2_2
38,Kanpur,Brand 1,Model 91,11500,1,11500,10/1/2020,Feature1_3,Feature2_2
39,Kanpur,Brand 1,Model 50,17000,1,17000,10/2/2020,Feature1_9,Feature2_2
40,Kanpur,Brand 10,Model 43,8000,1,8000,10/3/2020,Feature1_8,Feature2_1
30,Kolkata,Brand 6,Model 72,800,1,10860,10/3/2020,Feature1_3,Feature2_2
36,Lucknow,Brand 5,Model 466,1150,1,1119,10/6/2020,Feature1_11,
31,Kolkata,Brand 1,Model 75,950,1,10860,10/4/2020,Feature1_3,Feature2_2
28,Lucknow,Brand 7,Model 340,950,1,7650,10/1/2020,Feature1_8,Feature2_1
29,Lucknow,Brand 5,Model 750,1600,1,1410,10/2/2020,Feature1_6,
30,Lucknow,Brand 10,Model 421,17500,1,17500,10/3/2020,Feature1_3,Feature2_3
31,Lucknow,Brand 6,Model 125,950,1,7650,10/5/2020,Feature1_8,Feature2_1
232,Delhi,Brand 5,Model 190,8990,1,8990,10/6/2020,Feature1_8,Feature2_1
331,Delhi,Brand 6,Model 62,1500,1,2849,10/4/2020,Feature1_18,
332,Delhi,Brand 7,Model 492,1250,1,1250,10/6/2020,Feature1_4,
38,Kolkata,Brand 6,Model 14,850,1,10860,10/3/2020,Feature1_3,Feature2_2
27,Kolkata,Brand 7,Model 191,700,1,10860,10/1/2020,Feature1_3,Feature2_2
64,Kolkata,Brand 4,Model 754,9800,1,9800,10/6/2020,Feature1_3,Feature2_2
42,Thiruvananthapuram,Brand 6,Model 110,1099,1,1099,10/3/2020,Feature1_6,
171,Delhi,Brand 5,Model 230,6100,1,6100,10/6/2020,Feature1_8,Feature2_1
2,Ludhiana,Brand 7,Model 757,1400,1,2849,10/6/2020,Feature1_18,
233,Delhi,Brand 6,Model 19,12990,1,12990,10/6/2020,Feature1_3,Feature2_2
25,Lucknow,Brand 6,Model 110,1400,1,1400,10/1/2020,Feature1_16,
40,Delhi,Brand 7,Model 468,1400,1,1099,10/1/2020,Feature1_22,
359,Kolkata,Brand 9,Model 122,14500,1,14500,10/6/2020,Feature1_3,Feature2_2
64,Delhi,Brand 2,Model 78,1050,1,1389,10/5/2020,Feature1_13,
11,Ludhiana,Brand 8,Model 30,850,1,850,10/5/2020,Feature1_4,
68,Delhi,Brand 6,Model 762,1400,1,1400,10/1/2020,Feature1_16,
65,Kolkata,Brand 7,Model 425,9800,1,9800,10/6/2020,Feature1_3,Feature2_2
50,Thiruvananthapuram,Brand 9,Model 193,1327,1,1327,10/1/2020,Feature1_16,
32,Delhi,Brand 3,Model 48,1150,1,3999,10/6/2020,Feature1_17,Feature2_5
36,Delhi,Brand 5,Model 130,1000,1,1000,10/6/2020,Feature1_14,
17,Chennai,Brand 9,Model 122,14499,1,14499,10/6/2020,Feature1_3,Feature2_2
18,Chennai,Brand 9,Model 763,18299,1,18299,10/5/2020,Feature1_3,Feature2_2
1473,Delhi,Brand 1,Model 24,900,1,900,10/6/2020,Feature1_7,
31,Kanpur,Brand 2,Model 85,15000,1,15000,10/1/2020,Feature1_3,Feature2_2
19,Chennai,Brand 1,Model 393,11990,1,11990,10/4/2020,Feature1_3,Feature2_2
174,Delhi,Brand 1,Model 99,6999,1,6999,10/6/2020,Feature1_1,Feature2_1
2123,Kolkata,Brand 4,Model 170,1450,1,1450,10/6/2020,Feature1_16,
1,Chennai,Brand 8,Model 282,8590,1,8590,10/6/2020,Feature1_8,Feature2_1
6700560,Kolkata,Brand 7,Model 350,14990,1,14990,10/6/2020,Feature1_3,Feature2_3
28,Delhi,Brand 9,Model 377,1600,1,1879,10/6/2020,,
29,Delhi,Brand 1,Model 98,1600,1,1472,10/5/2020,Feature1_19,
30,Delhi,Brand 1,Model 31,1600,1,1526,10/4/2020,,
31,Delhi,Brand 9,Model 766,1100,1,799,10/3/2020,Feature1_11,
32,Delhi,Brand 8,Model 767,1600,1,1526,10/2/2020,,
33,Delhi,Brand 9,Model 228,1550,1,1550,10/1/2020,,
6700561,Kolkata,Brand 3,Model 9,1200,1,1200,10/6/2020,Feature1_6,
33,Delhi,Brand 10,Model 249,12999,1,12999,10/6/2020,Feature1_3,Feature2_2
435,Kolkata,Brand 8,Model 768,15000,1,15000,10/6/2020,Feature1_9,Feature2_2
436,Kolkata,Brand 8,Model 467,11000,1,11000,10/6/2020,Feature1_3,Feature2_2
34,Delhi,Brand 10,Model 133,1450,1,1140,10/3/2020,Feature1_4,
35,Delhi,Brand 2,Model 28,1450,1,1399,10/2/2020,Feature1_16,
35,Kolkata,Brand 5,Model 327,1450,1,10860,10/6/2020,Feature1_3,Feature2_2
47,Kolkata,Brand 5,Model 206,840,1,10860,10/7/2020,Feature1_3,Feature2_2
58,Delhi,Brand 8,Model 42,1550,1,1550,10/7/2020,,
59,Delhi,Brand 1,Model 204,1200,1,1099,10/6/2020,Feature1_4,
60,Delhi,Brand 4,Model 4,1600,1,1526,10/5/2020,,
61,Delhi,Brand 7,Model 770,1550,1,1472,10/4/2020,Feature1_19,
62,Delhi,Brand 8,Model 480,1600,1,1399,10/3/2020,Feature1_16,
64,Delhi,Brand 1,Model 26,1600,1,1472,10/1/2020,Feature1_19,
49,Kolkata,Brand 2,Model 15,1050,1,10860,10/2/2020,Feature1_3,Feature2_2
47,Delhi,Brand 2,Model 38,1250,1,1250,10/2/2020,,
50,Kolkata,Brand 2,Model 1,9990,1,9990,10/1/2020,Feature1_1,Feature2_1
65,Kanpur,Brand 1,Model 263,7650,1,7650,10/7/2020,Feature1_8,Feature2_1
52,Kolkata,Brand 3,Model 772,13499,1,13499,10/3/2020,Feature1_3,Feature2_2
30,Delhi,Brand 2,Model 28,1250,1,1125,10/6/2020,Feature1_4,
37,Delhi,Brand 9,Model 774,1050,1,1050,10/1/2020,Feature1_4,
31,Delhi,Brand 7,Model 289,1550,1,1361,10/5/2020,Feature1_4,
32,Delhi,Brand 3,Model 92,1450,1,1399,10/4/2020,Feature1_16,
33,Delhi,Brand 4,Model 55,1200,1,1099,10/3/2020,Feature1_6,
56,Kolkata,Brand 7,Model 247,5999,1,5999,10/6/2020,Feature1_10,Feature2_4
35,Lucknow,Brand 8,Model 348,1050,1,1050,10/1/2020,Feature1_6,
34,Delhi,Brand 4,Model 4,1550,1,1550,10/2/2020,Feature1_17,
35,Delhi,Brand 1,Model 499,1200,1,1099,10/1/2020,Feature1_6,
39,Delhi,Brand 8,Model 500,1500,1,1500,10/3/2020,Feature1_16,
35,Delhi,Brand 1,Model 68,1200,1,1200,10/1/2020,Feature1_16,
38,Kolkata,Brand 1,Model 60,1250,1,10860,10/7/2020,Feature1_3,Feature2_2
2126,Kolkata,Brand 3,Model 501,900,1,10860,10/7/2020,Feature1_3,Feature2_2
37,Delhi,Brand 2,Model 15,1100,1,1100,10/3/2020,Feature1_11,
39,Kolkata,Brand 5,Model 502,1250,1,10860,10/1/2020,Feature1_3,Feature2_2
63,Delhi,Brand 2,Model 1,1150,1,1298,10/5/2020,Feature1_4,
64,Delhi,Brand 5,Model 208,1250,1,1250,10/7/2020,Feature1_4,
40,Kolkata,Brand 5,Model 206,950,1,10860,10/2/2020,Feature1_3,Feature2_2
65,Delhi,Brand 2,Model 6,1450,1,1399,10/3/2020,Feature1_16,
66,Delhi,Brand 4,Model 231,1400,1,1400,10/2/2020,Feature1_4,
41,Kolkata,Brand 2,Model 38,10000,1,10000,10/3/2020,Feature1_1,Feature2_2
32,Delhi,Brand 4,Model 382,1000,1,1000,10/7/2020,Feature1_4,
42,Kolkata,Brand 10,Model 160,20100,1,20100,10/4/2020,Feature1_5,Feature2_3
26,Lucknow,Brand 7,Model 120,1600,1,1410,10/5/2020,Feature1_6,
43,Kolkata,Brand 7,Model 120,8000,1,8000,10/5/2020,Feature1_1,Feature2_1
27,Lucknow,Brand 7,Model 198,17500,1,17500,10/6/2020,Feature1_3,Feature2_3
44,Kolkata,Brand 5,Model 184,1100,1,10860,10/6/2020,Feature1_3,Feature2_2
360,Kolkata,Brand 7,Model 153,7300,1,7300,10/7/2020,Feature1_8,Feature2_1
13,Chennai,Brand 1,Model 482,8500,1,9999,10/5/2020,Feature1_1,Feature2_1
12,Chennai,Brand 1,Model 778,1390,1,1390,10/6/2020,Feature1_16,
361,Kolkata,Brand 1,Model 5,1600,1,1600,10/7/2020,Feature1_16,
18,Chennai,Brand 10,Model 97,1700,1,1700,10/3/2020,,
33,Delhi,Brand 5,Model 251,9990,1,9990,10/7/2020,Feature1_1,Feature2_1
13,Delhi,Brand 1,Model 75,1150,1,1066,10/6/2020,Feature1_4,
16,Delhi,Brand 2,Model 3,1250,1,1199,10/3/2020,Feature1_20,
17,Chennai,Brand 9,Model 779,7000,1,6999,10/7/2020,Feature1_8,Feature2_4
19,Delhi,Brand 10,Model 780,9990,1,9990,10/1/2020,Feature1_8,Feature2_1
20,Delhi,Brand 3,Model 36,1450,1,1450,10/2/2020,,
1175,Delhi,Brand 4,Model 262,6700,1,6700,10/7/2020,Feature1_8,Feature2_1
37,Lucknow,Brand 3,Model 782,1450,1,1450,10/3/2020,Feature1_4,
27,Lucknow,Brand 3,Model 477,1600,1,1410,10/1/2020,Feature1_6,
28,Lucknow,Brand 3,Model 505,950,1,7650,10/2/2020,Feature1_8,Feature2_1
29,Lucknow,Brand 2,Model 81,950,1,7650,10/3/2020,Feature1_8,Feature2_1
30,Lucknow,Brand 8,Model 154,1600,1,1410,10/5/2020,Feature1_6,
31,Lucknow,Brand 1,Model 24,1500,1,1410,10/6/2020,Feature1_6,
32,Lucknow,Brand 1,Model 171,1600,1,1410,10/7/2020,Feature1_6,
1,Delhi,Brand 8,Model 154,1200,1,1200,10/7/2020,,
3,Delhi,Brand 4,Model 13,1150,1,1099,10/5/2020,Feature1_21,
4,Delhi,Brand 4,Model 33,1350,1,2089,10/4/2020,Feature1_4,
6,Delhi,Brand 1,Model 171,6500,1,6500,10/2/2020,Feature1_8,Feature2_1
234,Delhi,Brand 8,Model 784,14999,1,14999,10/7/2020,Feature1_3,Feature2_2
27,Delhi,Brand 10,Model 785,1100,1,1389,10/6/2020,Feature1_13,
29,Delhi,Brand 1,Model 100,1250,1,1250,10/4/2020,,
30,Delhi,Brand 4,Model 95,1150,1,1150,10/3/2020,Feature1_15,
433,Kolkata,Brand 3,Model 92,5999,1,5999,10/7/2020,Feature1_8,Feature2_1
44,Lucknow,Brand 3,Model 37,1600,1,1410,10/1/2020,Feature1_6,
45,Lucknow,Brand 2,Model 18,1600,1,1410,10/2/2020,Feature1_6,
26,Kolkata,Brand 1,Model 51,1400,1,1400,10/7/2020,Feature1_6,
46,Lucknow,Brand 2,Model 221,950,1,7650,10/3/2020,Feature1_8,Feature2_1
52,Lucknow,Brand 3,Model 141,1080,1,1080,10/1/2020,Feature1_6,
53,Lucknow,Brand 9,Model 215,8500,1,8500,10/2/2020,Feature1_1,Feature2_1
24,Lucknow,Brand 5,Model 786,1650,1,1410,10/3/2020,Feature1_6,
25,Lucknow,Brand 10,Model 156,1650,1,1410,10/5/2020,Feature1_6,
47,Lucknow,Brand 2,Model 69,950,1,7650,10/3/2020,Feature1_8,Feature2_1
26,Lucknow,Brand 10,Model 86,12500,1,12500,10/6/2020,Feature1_3,Feature2_2
28,Lucknow,Brand 4,Model 266,1650,1,1410,10/5/2020,Feature1_6,
27,Kolkata,Brand 2,Model 38,1100,1,10860,10/3/2020,Feature1_3,Feature2_2
22,Lucknow,Brand 3,Model 379,1650,1,1410,10/2/2020,Feature1_6,
55,Lucknow,Brand 7,Model 187,1350,1,7650,10/4/2020,Feature1_8,Feature2_1
24,Lucknow,Brand 10,Model 169,1650,1,1410,10/5/2020,Feature1_6,
25,Lucknow,Brand 3,Model 351,1650,1,1410,10/6/2020,Feature1_6,
49,Lucknow,Brand 5,Model 137,950,1,7650,10/5/2020,Feature1_8,Feature2_1
26,Lucknow,Brand 3,Model 172,12500,1,12500,10/7/2020,Feature1_3,Feature2_2
56,Lucknow,Brand 3,Model 150,1150,1,7650,10/5/2020,Feature1_8,Feature2_1
50,Lucknow,Brand 4,Model 41,11000,1,11000,10/6/2020,Feature1_1,Feature2_2
51,Lucknow,Brand 1,Model 394,1600,1,1410,10/7/2020,Feature1_6,
57,Lucknow,Brand 3,Model 788,8300,1,6999,10/6/2020,Feature1_8,Feature2_4
58,Lucknow,Brand 6,Model 240,1150,1,7650,10/7/2020,Feature1_8,Feature2_1
63,Lucknow,Brand 2,Model 144,1050,1,1050,10/1/2020,Feature1_6,
41,Lucknow,Brand 7,Model 431,1600,1,1410,10/1/2020,Feature1_6,
42,Lucknow,Brand 6,Model 508,1600,1,1410,10/2/2020,Feature1_6,
44,Lucknow,Brand 8,Model 30,17500,1,17500,10/5/2020,Feature1_3,Feature2_3
45,Lucknow,Brand 5,Model 478,1600,1,1410,10/6/2020,Feature1_6,
65,Lucknow,Brand 3,Model 509,1100,1,7650,10/3/2020,Feature1_8,Feature2_1
66,Ahmedabad,Brand 8,Model 500,1450,1,1450,10/4/2020,,
1176,Delhi,Brand 2,Model 6,1350,1,1350,10/7/2020,Feature1_4,
80,Lucknow,Brand 1,Model 795,1050,1,1050,10/7/2020,Feature1_6,
81,Lucknow,Brand 6,Model 72,850,1,7650,10/2/2020,Feature1_8,Feature2_1
83,Lucknow,Brand 8,Model 511,1450,1,1450,10/4/2020,Feature1_4,
29,Surat,Brand 1,Model 91,1200,1,1200,10/7/2020,Feature1_6,
36,Lucknow,Brand 5,Model 244,1500,1,1410,10/3/2020,Feature1_6,
84,Lucknow,Brand 1,Model 800,1100,1,7650,10/5/2020,Feature1_8,Feature2_1
85,Lucknow,Brand 8,Model 214,1250,1,1499,10/6/2020,Feature1_4,
86,Lucknow,Brand 2,Model 7,800,1,800,10/7/2020,Feature1_11,
33,Lucknow,Brand 1,Model 238,1600,1,1410,10/5/2020,Feature1_6,
35,Lucknow,Brand 3,Model 267,1600,1,1410,10/7/2020,Feature1_6,
43,Lucknow,Brand 9,Model 805,1000,1,1000,10/2/2020,Feature1_6,
44,Lucknow,Brand 9,Model 806,1400,1,1400,10/3/2020,Feature1_6,
45,Lucknow,Brand 1,Model 68,1500,1,1500,10/4/2020,,
46,Lucknow,Brand 8,Model 807,1300,1,7650,10/5/2020,Feature1_8,Feature2_1
47,Lucknow,Brand 6,Model 47,1400,1,1400,10/6/2020,Feature1_16,
34,Lucknow,Brand 9,Model 811,1100,1,7650,10/1/2020,Feature1_8,Feature2_1
56,Delhi,Brand 1,Model 75,1100,1,1099,10/7/2020,Feature1_21,
35,Lucknow,Brand 10,Model 97,1300,1,7650,10/2/2020,Feature1_8,Feature2_1
237,Delhi,Brand 1,Model 173,12990,1,12989.99,10/7/2020,Feature1_3,Feature2_2
57,Delhi,Brand 1,Model 23,1200,1,1200,10/6/2020,,
36,Lucknow,Brand 1,Model 173,800,1,7650,10/3/2020,Feature1_8,Feature2_1
37,Lucknow,Brand 1,Model 89,1060,1,7650,10/4/2020,Feature1_8,Feature2_1
59,Delhi,Brand 1,Model 60,1150,1,1150,10/4/2020,Feature1_11,
2432,Delhi,Brand 3,Model 172,7490,1,7490,10/7/2020,Feature1_8,Feature2_1
38,Lucknow,Brand 4,Model 87,1300,1,18000,10/5/2020,Feature1_9,Feature2_2
39,Lucknow,Brand 4,Model 189,830,1,830,10/6/2020,Feature1_11,
